Index,DigiKey Part #,Manufacturer Part Number,Description,Customer Reference,Quantity,Backorder,Unit Price,Extended Price
1,2223-SR5-3V-200-1C-ND,SR5-3V-200-1C,RELAY GENERAL PURPOSE SPDT 1A 3V,,5,0,$1.06000,$5.30
,,,,,,,Subtotal,$5.30
